basis,period_end,rewarded_customers,reward_events,total_points,referred_customers,referred_points,referrer_customers,referrer_points,latest_date,latest_customers,latest_points
보상 지급일,2026-05-28,1112,1235,656200,1091,560100,80,96100,2026-05-28,11,5300
